Job Title,Company Name,Location,Description,Salary,MetaData,Posting
DevOps / Release Engineer,Avant Tech,"New York, NY",  Knowledge of software version control and release management.  This role will contribute to maintaining the quality and integrity of the technology… ·More...,,"$78,000 - $145,000 a year",
software engineer jobs in New York State,,,,,,
Scala Software Engineer,Verneek,"New York, NY",  Strong understanding of functional programming concepts and software design principles.  Troubleshoot and resolve software bugs and issues in a timely manner. EmployerActive 27 days ago·More...,,"Up to $135,000 a year",Active 27 days ago
Android Software Engineer,GameChanger,"Remote in New York, NY",  Solid understanding of software engineering fundamentals.  Experience mentoring engineers and organizing work within a team. ·More...,,"Up to $135,000 a year",
"Senior Software Engineer, Google Ads",Google,"New York, NY (Chelsea area)","  We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking… ·More...",,"Up to $135,000 a year",
Front-End Software Engineer,"TED Conferences, LLC","New York, NY","  4+ years of overall professional software development experience.  Foster growth and support other engineers through constructive, collaborative code reviews. EmployerActive 10 days ago·More...",,"Up to $135,000 a year",Active 10 days ago
C++ Software Engineer,Adept Technology Consulting Inc,"Hauppauge, NY",  At least 5-10+ years of experience.  Developing software based on specifications provided by internal and external clients.  Knowledge of SQL Database Design. ·More...,,"Up to $135,000 a year",
Full Stack Software Engineer,Basic Capital,"New York, NY",  Work cross-functionally to translate complex systems and business logic into scalable and intuitive software.  Enjoys learning new technologies and selecting the… ·More...,,"Up to $135,000 a year",
Backend Engineer,Lightning AI,"Hybrid work in New York, NY","  Experience with cloud platforms like AWS, GCP, or Azure and designing systems that are reliable, performant, and scalable.  Generous paid family leave benefits. ·More...",,"Up to $135,000 a year",
"Software Engineer, Android",Meta,"New York, NY","  Build reusable Android software components for interfacing with our back-end platforms.  Shipped at least one large-scale product to production, supporting… ·More...",,"Up to $135,000 a year",
Web Developer,Cornell University,"Remote in Ithaca, NY","  The Custom Web Developer works collaboratively with CIT’s Project Management Office (PMO) Project Managers and campus partners to estimate project scope,… ·More...",,"Up to $135,000 a year",
"Software Development Engineer, CloudFormation Policy as Code","Amazon Web Services, Inc.","New York, NY","  3+ years of full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations… ·More...",,"Up to $135,000 a year",
Software Engineer III,"Fanatics, Inc.","New York, NY",  4+ years of professional software engineering experience.  Experience building web applications with Phoenix or similar frameworks. ·More...,,"Up to $135,000 a year",
Backend Engineer,Uniswap Labs,"Remote in New York, NY","  3+ years of software engineering experience.  3+ years of experience across Golang, Rust, Typescript, or similar.  Minimum full-time salary of $184,500-$205,000. ·More...",,"Up to $135,000 a year",
Staff Software Engineer - Frontend - Web Development,A Place For Mom,"Remote in New York, NY",  Collaboratively design and architect cloud native and service-oriented UI components and applications.  Work with project managers to ensure that all project… EmployerActive 5 days ago·More...,,"Up to $135,000 a year",Active 5 days ago
Software Engineer - Backend,Plaid,"New York, NY",  2-4 years as a backend engineer.  Collaboration: Work closely with product managers and other stakeholders to define and implement new features that meet product… ·More...,,"Up to $135,000 a year",
Software Engineer - Authorization & Access Management,Datadog,"New York, NY","  This job is available in various departments within our company; to conform to US export control regulations, some of these roles may require candidates to be… ·More...",,"Up to $135,000 a year",
software engineer jobs in New York State,,,,,,
"Senior Fullstack Engineer - NodeJS, ReactJS, JavaScript - Digital Acquisitions",Amex,"Hybrid work in New York, NY",  Like to mentor engineers and help create the best developer experience.  Innovate and implement new technologies in an effort to improve multiple teams and… ·More...,,"$161,500 - $285,000 a year",
Senior Software Engineer - Portal,Tradeweb Markets LLC,"New York, NY 10001",  Experience influencing software engineers’ and organizational best practices.  Select the right cloud-based technologies and tools for the job (AWS). ·More...,,"$161,500 - $285,000 a year",
Machine Learning Engineer Vice President,JPMorgan Chase,"New York, NY 10001","  Hands-on experience with public cloud services.  Solid understanding of AI/ML models, including previous experience with deep learning frameworks. ·More...",,"$161,500 - $285,000 a year",
Staff Software Engineer (Sources/Sinks),Materialize,"Remote in New York, NY",  5+ years of experience with software engineering focused on systems-level software.  Collaborate with other engineers and product management. ·More...,,"$161,500 - $285,000 a year",
Vice President; Software Engineer,Bank of America,"New York, NY","  Define technical requirements and design document plans for the project lifecycle.  Analyze, design, develop, test and maintain state-of-the-art software… ·More...",,"$161,500 - $285,000 a year",
"Software Engineer, Transaction Banking, Payments",Goldman Sachs,"New York, NY 10282 (Battery Park area)","  Join our engineering teams that build massively scalable software and systems, architect low latency infrastructure solutions, proactively guard against cyber… ·More...",,"$161,500 - $285,000 a year",
Programmer,BRONX DISTRICT ATTORNEY,"Bronx, NY",  Help with the software implementations by providing training and support for the staff who will operate and maintain the software/application. ·More...,,"$161,500 - $285,000 a year",
Senior Software Engineer,Warner Bros. Discovery,"New York, NY 10001","  You have 3+ years of software engineering experience, focusing on scalable systems.  You've proven your ability in technical writing, especially in documenting… ·More...",,"$161,500 - $285,000 a year",
Vice President; Software Engineer,Bank of America,"Remote in New York, NY","  Ensure that software is developed to meet functional, non‐functional, and compliance requirements.  5 years of progressively responsible experience in the job… ·More...",,"$161,500 - $285,000 a year",
Principal Software Engineer,Disney Entertainment & ESPN Technology,"New York, NY","  Knowledge of source control systems, messaging and caching technologies, CI/CD pipelines, public cloud providers and observability tools for metrics, logging,… ·More...",,"$161,500 - $285,000 a year",
"Software Development Engineer, Traffic Engineering",Amazon.com Services LLC,"New York, NY","  Knowledge of professional software engineering and best practices for the full software development life cycle, including coding standards, code reviews, source… ·More...",,"$161,500 - $285,000 a year",
DevOps Engineer,Kinetik,"Queens, NY","  A minimum of 5 years of experience in cloud infrastructure and developer operations.  Hands-on experience with Terraform, CloudFormation, or similar IaC tools. ·More...",,"$161,500 - $285,000 a year",
Sr. Hardware Software QA Engineer,Kohler,"Hybrid work in New York, NY 10010",  Experience validating embedded firmware for IoT devices.  Knowledge in hardware/firmware and information security for cloud and IoT devices. ·More...,,"$161,500 - $285,000 a year",
